,description
2676,"jason, rachel, lyrian, quest, prophecy, ally, battle, born, hero, oracle"
2677,"prisoner, tortured, yanek, escape, camp, surviving, war, nazi, nightmarish, imagine"
2678,"haunted, ghost, haunt, lockwood, suspense, agency, london, redemption, psychic, lucy"
2679,"kidnapping, kidnapped, agatha, sophie, princess, storybook, fairy, child, spirited, random"
2680,"crayon, coloring, duncan, colorful, playful, letter, lexile, child, complaint, poor"
2681,"laszlo, basement, dark, house, night, upstairs, room, afraid, life, story"
2682,"unicorn, goat, cupcake, warn, stuff, thing, fly, gold, rain, dopey"
2683,"flora, flamingo, interactive, penguin, peacock, dance, splashy, friendship, graceful, chick"
2684,"goose, dinner, hungry, fox, plump, ingredient, plan, invitation, secret, day"
2685,"tiger, wild, bored, fun, decides, time, feel, exactly, know, place"
2686,"rabbit, duck, discovery, tale, exciting, creator, exclamation, endless, stood, bend"
2687,"einstein, journey, travel, imagination, universe, bicycle, child, fascinated, ride, discovery"
2688,"spaceship, alien, toy, masterpiece, wordless, cat, universal, insect, wuffles, devised"
2689,"town, fairbrother, rowling, abbey, little, pagford, barry, fraught, council, square"
2690,"marian, caldwell, adulthood, living, old, forever, ghost, dream, journey, rose"
2691,"kristin, jolene, hannah, marriage, heroism, powerhouse, troubled, love, honor, portrait"
2692,"julia, karen, fiction, margaret, haunting, anguish, voice, bone, ordinary, landscape"
2693,"dominican, wife, longing, heartbreak, passion, relationship, beach, love, magdalena, irresistible"
2694,"finn, carol, rifka, literary, miss, painter, lost, stranger, realizes, unfolds"
2695,"bookstore, secret, conspiracy, obscure, complex, global, web, code, penumbra, quest"
2696,"poet, literary, fiction, hollywood, contemporary, acclaimed, cleopatra, year, russo, festival"
2697,"imaginary, budo, narrates, imagination, belief, loyalty, asperger, alive, situation, bully"
2698,"harold, maureen, hennessey, hennessy, letter, mail, berwick, toast, retired, wedding"
2699,"hig, pandemic, survived, flu, abandoned, life, gun, hope, hangar, jasper"
2700,"belief, rural, behavior, confronts, flight, community, unsettled, lyrical, restless, barbara"
2701,"orphan, jong, kim, kidnapper, hunger, son, jun, mother, pak, literary"
2702,"running, olympic, rwanda, athlete, track, rift, patrick, dream, jean, nkuba"
2703,"billy, lynn, cowboy, dallas, tour, war, cheerleader, long, heroic, fountain"
2704,"nick, diary, summer, wife, wedding, daydream, bedroom, mcmansion, dunne, missouri"
2705,"lindsay, boxer, murder, pregnant, reporter, discovers, famous, smith, scene, garden"
2706,"monastery, monk, choir, prayer, silence, agatha, jean, renowned, gilbert, outsider"
2707,"emotionally, rescue, heather, classroom, daughter, grandchild, hostage, unspoken, event, date"
2708,"crowe, rollins, james, kidnapped, discover, immortality, templar, genetics, medicine, uncovers"
2709,"dublin, mick, murder, patrick, wall, kennedy, smashed, hard, squad, familyʼs"
2710,"detective, mccall, smith, botswana, respected, agency, alexander, clovis, tlokweng, makutsi"
2711,"robie, runaway, enemy, target, ruthless, mission, rescue, fleeing, police, hitman"
2712,"investigator, amanda, investigation, orphanage, trent, abandoned, agent, georgia, parentage, mentor"
2713,"abbie, bryah, serena, hotel, wife, yacht, champagne, indulgence, elliot, lifetime"
2714,"suburban, megan, detective, thriller, family, jack, celebrity, desperation, walked, lurk"
2715,"nikki, detective, heel, heat, homicide, stabbed, unexplored, jameson, rook, alley"
2716,"guarded, congress, terrorist, counterterrorism, harvath, secret, list, president, adviser, united"
2717,"thriller, reacher, furious, finale, car, chicago, people, killer, hitching, twist"
2718,"snowman, oleg, harry, plunge, fled, nesbø, leopard, maze, police, lost"
2719,"lighthouse, librarian, lucy, tom, boat, coast, island, isabel, leaf, grieving"
2720,"anne, cromwell, viii, henry, katherine, cover, wedding, adultery, starkly, battled"
2721,"egy, pillanat, londonban, egybefonódott, megteremtse, véletlen, színésznő, tanyaháznál, van, élete"
2722,"alaska, wilderness, alaskan, place, snowfall, mabel, homestead, tale, childless, crumbling"
2723,"throne, reign, saxon, kingdom, alfred, edward, saga, cornwell, warrior, novelist"
2724,"operatic, enza, italian, caruso, enrico, majestic, trigiani, glamorous, shoemaker, lucia"
2725,"sempere, franco, barcelona, carlos, daniel, romero, julian, torres, christmas, intrigue"
2726,"chaperone, chaperoned, louise, moriarty, orphan, famous, brook, cora, young, film"
2727,"bradshaw, cruise, archer, sunk, heel, harry, escape, tangled, clifton, chronicle"
2728,"sandcastle, laura, elizabeth, daughter, aleppo, novelist, grandmother, ottoman, bohjalian, buried"
2729,"elizabeth, heir, poison, kingmaker, prince, anne, daughter, spy, neville, warwick"
2730,"war, intertwine, german, daisy, peshkov, civil, discovers, cataclysm, century, crucible"
2731,"plantation, civil, south, slave, healer, mississippi, mistress, plague, troubled, battle"
2732,"cultivated, widowed, plum, canyon, rural, orchard, grove, soul, solitary, unspeakable"
2733,"roland, stephen, king, gunslinger, saga, tower, tale, stoutheart, fantasy, dark"
2734,"empire, king, jorg, battle, strong, break, avenge, lawrence, endless, drown"
2735,"gavin, guile, dying, reborn, unstoppable, magic, refugee, darkest, seven, wight"
2736,"hobb, dragon, fantasy, booklist, fiction, odyssey, robin, destination, sanctuary, rain"
2737,"christmas, peter, tara, family, house, haunted, unspoken, visitor, fairy, disheveled"
2738,"thief, empire, emperor, forger, collection, essence, arcanum, ashravan, councilor, elantris"
2739,"town, journey, south, farm, massacre, mountain, feud, frontier, shy, lawless"
2740,"cliffhanger, diana, ending, witch, matthew, journey, discovery, elizabethan, night, ashmole"
2741,"lizzy, businesslizzy, grimoire, motif, lawlessness, monkey, anarchy, reedy, wicked, gilbert"
2742,"vampire, demon, werewolf, hollow, witch, blood, realizes, humanity, kim, york"
2743,"werewolf, mercy, hunter, prey, thompson, patricia, charles, fbi, victim, enchants"
2744,"alexia, vampire, werewolf, tarabotti, victorian, lady, ivy, bliss, nilly, summons"
2745,"paranormal, devil, murder, eternity, charley, hellbent, doctor, imprison, caffeine, reaper"
2746,"kate, supernatural, fantasy, novella, daniel, andrea, medrano, gift, reveals, raphael"
2747,"thriller, supernatural, myfanwy, letter, suspenseful, thomas, wearing, mark, rook, possesses"
2748,"vampire, abducted, anita, blake, martyr, girl, afraid, terrifyingly, grandparent, marshal"
2749,"atticus, druid, norse, coyote, survives, skinwalkers, paw, trickster, sullivan, duplicity"
2750,"sookie, fate, vampire, realizes, investigator, telepathic, stackhouse, murder, eric, think"
2751,"vampire, supernatural, hunting, artifact, prey, discovers, chicagoland, evil, rogue, ancient"
2752,"lanore, eternal, lover, adair, journey, treasure, katsu, wall, alma, nightmare"
2753,"vampire, undead, dorina, demon, dhampir, basarab, cesare, kill, instinct, louis"
2754,"western, invention, landscape, percy, wake, leaf, mud, switch, blakeney, reclusive"
2755,"wool, omnibus, released, standalone, cover, survival, forbidden, world, demand, story"
2756,"ensign, crew, starship, captain, lieutenant, ship, intrepid, prestige, union, andrew"
2757,"sith, jedi, palpatine, darth, plagueis, emperor, sithdarth, disciple, fate, galactic"
2758,"shadow, space, discovery, ender, generation, bean, humanity, ship, gene, star"
2759,"frampton, cosmos, backstreet, stewart, alien, bestselleran, nick, music, hitchhiker, office"
2760,"stranger, peculiar, disappearance, crown, passenger, occurrence, eliza, unexamined, lightning, discover"
2761,"planet, ganymede, interplanetary, alien, martian, humanity, invasion, crew, supersoldier, breadbasket"
2762,"geary, enigma, admiral, lightspeed, jack, frontier, battle, interstellar, syndicate, cambell"
2763,"battle, strife, enemy, doom, honor, attack, solarian, league, vulnerability, serf"
2764,"ivan, vorkosigan, barrayar, saga, lady, booklist, alternate, view, agrees, operatics"
2765,"anastasia, sensual, ana, passion, tormented, unworldly, christian, overcome, steele, compulsion"
2766,"desire, obsession, gideon, darkness, sylvia, torment, demon, life, phenomenon, prayed"
2767,"vampire, brotherhood, lost, vengeance, throne, death, dream, heartbroken, shellan, tohr"
2768,"abigail, daughter, heroine, thriller, elizabeth, intrigue, nora, revealing, hungering, house"
2769,"jocelyn, hiding, scotsman, braden, solitary, secret, demon, dublin, grief, butler"
2770,"marianne, cecily, daventry, adventure, countryside, romance, intrigue, heir, amorous, relaxing"
2771,"julia, passionflix, gabriel, reynard, sylvain, beatrice, sensual, film, conspiring, rapture"
2772,"tyra, bed, night, drama, sex, tequila, ride, meet, breaking, employ"
2773,"vampire, immortal, elizabeth, prisoner, soul, sacrifice, ellie, lore, awakens, peirce"
2774,"marriage, wife, bookstore, family, alexa, maria, ryan, billionaire, inherit, nicholas"
2775,"underworld, demon, tormented, eternally, unveils, paris, showalter, night, allure, gena"
2776,"ryan, rehearsal, temptation, taryn, romance, hotel, gossip, hollywood, christensen, forever"
2777,"anne, governess, vow, earl, comedy, challenge, queen, managing, wynter, musicale"
2778,"prostitute, fiancee, maniacal, austin, murder, mix, cat, mangy, impending, wisecrack"
2779,"spark, kyle, rylann, pierce, rhodes, rulesjust, met, heir, criminal, gamesthough"
2780,"rising, zombie, year, trilogy, government, generation, ryman, cured, nominated, mason"
2781,"bryan, scott, detective, sigler, thriller, killer, paranormal, vigilante, lawrence, san"
2782,"spider, fear, symptom, cult, armageddon, terrifying, metaphor, tale, ending, skull"
2783,"prey, monster, company, competition, hunter, rampage, eradication, war, conference, premier"
2784,"miriam, die, suicide, louis, murdered, crash, alive, black, stroke, shake"
2785,"cheryl, cover, trail, hike, journey, lost, healed, wild, strayed, wake"
2786,"spiritual, mother, parent, hospital, dying, mary, son, club, inspiring, testament"
2787,"owen, laden, seal, warfare, military, honor, captain, afghanistan, mission, rescue"
2788,"lamott, grandmotherhood, birth, family, father, assembly, anne, jax, chapter, journal"
2789,"chef, culinary, cook, samuelsson, beard, famed, james, roast, adopted, harlem"
2790,"albright, madeleine, bohemian, forgotten, timeless, profound, czechoslovakia, eyewitness, reflects, government"
2791,"echols, teenager, prison, sentenced, childhood, jason, death, witchcraft, testimony, damien"
2792,"deborah, judaism, memoir, escape, infidel, woman, sect, carolyn, austen, literary"
2793,"bloom, heartfelt, memoir, inspiring, beauty, daughter, heart, blog, life, soaring"
2794,"duane, rock, allman, band, gregg, music, cher, brother, legendary, founding"
2795,"elizabeth, queen, monarch, monarchy, heiress, commonwealth, minister, glamour, magisterial, grandchild"
2796,"jfk, kennedy, assassination, khruschev, jackie, reilly, nonfiction, recount, twentieth, hardship"
2797,"julia, cook, beatles, woman, rarer, influential, american, beloved, emerge, excess"
2798,"gulag, stalin, journalist, escape, prison, york, narrative, survival, snitch, korean"
2799,"bravery, seal, fearless, adam, warrior, laden, daredevil, sacrifice, elite, greatest"
2800,"protagonist, alexandre, novelist, literature, monte, cristo, musketeer, duma, slave, father"
2801,"jefferson, pulitzer, clark, liberty, franklin, partisanship, leadership, politician, philosopher, vitality"
2802,"kennedy, lyndon, johnson, senate, pivotal, presidency, politician, fiercely, power, overshadowed"
2803,"peking, detective, chinese, opium, china, crime, scandal, fiction, uncovers, notorious"
2804,"laden, taliban, afghanistan, osama, qaeda, cia, wmd, fugitive, prisoner, operation"
2805,"introvert, quietly, extrovert, solitude, innovate, speaker, public, power, introduces, revolutionat"
2806,"pulitzer, katherine, annawadi, nonfiction, prize, thief, poverty, abdul, teenager, century"
2807,"neuroscientist, habit, duhigg, achieving, discovery, luther, revolutionary, social, explore, gamble"
2808,"creativity, artistic, artist, illustration, kleon, message, manifesto, young, austin, genius"
2809,"succeed, success, childhood, child, generation, develop, intelligence, educator, preschool, psychology"
2810,"parenting, parent, french, child, france, toddler, toddling, strict, permissive, druckerman"
2811,"universe, physicist, philosophical, paradigm, scientist, krauss, arise, discovery, existence, higgs"
2812,"cheryl, life, honesty, columnist, memoir, compassion, sugar, wild, plum, dear"
2813,"morality, belief, religion, freedom, mind, illusion, social, law, political, sam"
2814,"poverty, philanthropy, botswana, prosperity, famine, africa, nation, authoritarian, korea, society"
2815,"ideology, morality, civility, libertarian, political, anthropologist, altruistic, groupishness, psychologist, threat"
2816,"innovator, fulfilling, happiness, success, business, influential, inspire, dilemma, lead, guideline"
2817,"magazine, illustrated, july, sport"
2818,"nate, predicting, forecaster, unpredictable, overconfidence, silver, expert, uncertainty, poker, humility"
2819,"destiny, survive, diet, fat, life, fail, lose, cancer, end, grudge"
2820,"pioneer, ranch, cook, recipe, pancake, devoted, married, cowgirl, pat, woman"
2821,"pantry, kitchen, cooking, recipe, refrigerator, food, toaster, supermarket, ketchup, stuffing"
2822,"runner, ultrarunning, athlete, run, scott, diet, competition, elite, jurek, inspires"
2823,"eating, eat, unhealthy, eater, fat, french, child, feed, cookbook, pickiness"
