Title,Author,Rating,User_id,isbn,num_ratings,avg_rating,num_pages,review,date_started,date_read,date_added,format,date_pub_edition
Someone Else's Shoes,"Moyes, Jojo*",5,65509235,1984879294,"228,633",3.96,438pp,"Yes, I stayed up all night and read this book! It's light reading, but truly pulled me in and made me want good things to happen for Sam, Nisha, AndreYes, I stayed up all night and read this book! It's light reading, but truly pulled me in and made me want good things to happen for Sam, Nisha, Andrea, Jasmine, etc! And it all starts with a pair of red Christian Louboutin's (six inch heels, needless to say!). I typically reserve my 5 star ratings for bit more esoteric novels - yet... this was just what I needed and I'm sticking with the rating:) Highly recommend (great beach read)....more","Mar 04, 2023","Mar 05, 2023","Mar 05, 2023",Hardcover,"Feb 07, 2023"
Varina Palladino's Jersey Italian Love Story: A Hilarious New Jersey Italian Love Story,"DeFino, Terri-Lynne*",4,65509235,0063228459,"2,853",3.77,410pp,None,"Mar 03, 2023","Mar 20, 2023","Mar 03, 2023",Kindle Edition,"Feb 14, 2023"
The Love of my Life,"Walsh, Rosie",3,65509235,0593297008,"89,639",3.88,372pp,"Emma or Emily - well... definitely was bit of surprise. Just not sure that I can buy the years of subterfuge. Still... good, light reading.","Feb 28, 2023","Mar 03, 2023","Feb 28, 2023",Kindle Edition,"Mar 01, 2022"
Last Summer on State Street,"Wolfe, Toya",4,65509235,0063209756,"11,087",4.21,220pp,None,"Feb 24, 2023","Mar 07, 2023","Feb 24, 2023",Kindle Edition,"Jun 14, 2022"
Half-Blown Rose,"Cross-Smith, Leesa*",2,65509235,1538755173,"3,435",3.40,385pp,"Still trying to understand why Vincent was so very upset with her husband. Honestly, didn't feel like such a ""betrayal"". Won't spoil the book with anyStill trying to understand why Vincent was so very upset with her husband. Honestly, didn't feel like such a ""betrayal"". Won't spoil the book with any more than that.... but this left me wanting. And her affair while married - well, her betrayal is MUCH worse than her husband's in my view. She is just not an inspiring woman, kind of ""whiney"" overall....more","Feb 24, 2023","Feb 28, 2023","Feb 24, 2023",Kindle Edition,"May 31, 2022"
The Marriage Portrait,"O'Farrell, Maggie*",4,65509235,,"182,311",4.01,353pp,"All I can say is that I'm glad that I wasn't born back in the world of Renaissance Italy! Although this wraps up just a bit too tidily (although madeAll I can say is that I'm glad that I wasn't born back in the world of Renaissance Italy! Although this wraps up just a bit too tidily (although made me happy!) - it's a must read and found myself always on the side of the very young duchess Lucrezia de' Medici. Her husband... if could have reached thru history and poisoned him, wouldn't be sufficient justice!...more","Feb 21, 2023","Feb 24, 2023","Feb 21, 2023",ebook,"Sep 06, 2022"
The American Roommate Experiment,"Armas, Elena*",3,65509235,1668002787,"252,729",3.80,397pp,"Book for when you just need to escape into a very light romance... Rosie and Lucas - I'm still trying to figure out why Lucas was interested in datingBook for when you just need to escape into a very light romance... Rosie and Lucas - I'm still trying to figure out why Lucas was interested in dating her, even experimentally. That said, it's cute and mindless reading....more","Feb 15, 2023","Feb 21, 2023","Feb 15, 2023",Kindle Edition,"Sep 06, 2022"
Wintering: The Power of Rest and Retreat in Difficult Times,"May, Katherine",3,65509235,,"65,135",3.83,255pp,None,"Feb 12, 2023","Feb 15, 2023","Feb 12, 2023",Kindle Edition,"Nov 10, 2020"
Secluded Cabin Sleeps Six,"Unger, Lisa*",3,65509235,0369720415,"65,618",3.45,406pp,None,"Feb 08, 2023","Feb 12, 2023","Feb 08, 2023",Kindle Edition,"Nov 08, 2022"
"It Starts with Us
        (It Ends with Us, #2)","Hoover, Colleen*",2,65509235,1668001233,"1,982,481",3.85,332pp,None,"Feb 06, 2023","Feb 08, 2023","Feb 06, 2023",Kindle Edition,"Oct 18, 2022"
Demon Copperhead,"Kingsolver, Barbara",5,65509235,,"665,551",4.48,550pp,None,"Jan 30, 2023","Feb 06, 2023","Jan 30, 2023",ebook,"Oct 18, 2022"
Mad Honey,"Picoult, Jodi*",4,65509235,1984818392,"534,314",4.07,464pp,None,"Jan 27, 2023","Jan 30, 2023","Jan 27, 2023",Kindle Edition,"Oct 04, 2022"
The Lioness,"Bohjalian, Chris*",4,65509235,0385544839,"24,505",3.71,317pp,Hollywood elites on safari. Does not go well is the understatement of the year. Intriguing and well-written.,"Jan 24, 2023","Jan 27, 2023","Jan 24, 2023",Kindle Edition,"May 10, 2022"
No Accident,"Bates, Laura*",2,65509235,1728206774,"2,060",3.25,237pp,"Very much YA and full of teen cliches in the dynamics of the characters. Plane crash, teens figure out how to survive on an island for couple weeks prVery much YA and full of teen cliches in the dynamics of the characters. Plane crash, teens figure out how to survive on an island for couple weeks prior to rescue. That is all in a nutshell....more","Jan 22, 2023","Jan 24, 2023","Jan 22, 2023",Kindle Edition,"Dec 16, 2022"
All the Dangerous Things,"Willingham, Stacy*",3,65509235,1250803861,"249,235",4.05,320pp,None,"Jan 21, 2023","Jan 22, 2023","Jan 21, 2023",Kindle Edition,"Jan 10, 2023"
Go-To Dinners: A Barefoot Contessa Cookbook,"Garten, Ina*",3,65509235,1984822799,"3,125",4.25,256pp,"Although this may be the ""simplest"" and least inspiring of Ina's cookbooks - it is still Ina. Although many of the ""recipes"" aren't truly recipes butAlthough this may be the ""simplest"" and least inspiring of Ina's cookbooks - it is still Ina. Although many of the ""recipes"" aren't truly recipes but more an outline of options to throw together quickly. Ina fanatics will love this cookbook, as always....more","Jan 19, 2023","Jan 24, 2023","Jan 19, 2023",Kindle Edition,"Oct 25, 2022"
The Cabin at the End of the World,"Tremblay, Paul*",1,65509235,,"87,547",3.33,288pp,None,"Jan 12, 2023","Jan 21, 2023","Jan 12, 2023",Kindle Edition,"Jun 26, 2018"
Real Easy,"Rutkoski, Marie*",2,65509235,1250788250,"7,268",3.57,320pp,"Disappointing read. Liked the premise, but just couldn't get into any of the characters - from strippers to cops to patrons - just no one that had meDisappointing read. Liked the premise, but just couldn't get into any of the characters - from strippers to cops to patrons - just no one that had me rooting for them......more","Jan 12, 2023","Jan 13, 2023","Jan 12, 2023",Kindle Edition,"Jan 18, 2022"
Vladimir,"Jonas, Julia May*",2,65509235,1982187654,"36,294",3.44,288pp,"The cover was fantastic - thought this would be an edgy, sexy novel. Not so much.","Jan 09, 2023","Jan 12, 2023","Jan 09, 2023",Kindle Edition,"Feb 01, 2022"
Stay Awake,"Goldin, Megan*",3,65509235,,"38,021",3.81,352pp,None,"Jan 06, 2023","Jan 08, 2023","Jan 06, 2023",ebook,"Aug 09, 2022"
The Overnight Guest,"Gudenkauf, Heather*",2,65509235,,"129,053",4.03,337pp,None,"Jan 03, 2023","Jan 06, 2023","Jan 03, 2023",Kindle Edition,"Jan 25, 2022"
The Last House on Needless Street,"Ward, Catriona*",2,65509235,,"128,162",3.83,342pp,"High hopes... but in the end, the entire concept of cat in person, person in person, etc - just fell flat. And there wasn't a character that you couldHigh hopes... but in the end, the entire concept of cat in person, person in person, etc - just fell flat. And there wasn't a character that you could even root for to ""come out on top"" with everyone just massively flawed....more","Dec 26, 2022","Jan 05, 2023","Dec 26, 2022",Kindle Edition,"Sep 28, 2021"
Our Wives Under the Sea,"Armfield, Julia",2,65509235,,"106,445",3.74,223pp,"Quite honestly, I have no clue how this was a ""horror"" book. The concept was ok, the back and forth from Miri to Leah's pov was appropriate... but theQuite honestly, I have no clue how this was a ""horror"" book. The concept was ok, the back and forth from Miri to Leah's pov was appropriate... but there was no ""drama"", no ""horror"", and honestly, I'm not really sure in the end that there was a true plot....more","Dec 24, 2022","Dec 26, 2022","Dec 24, 2022",Kindle Edition,"Jul 12, 2022"
Winterland,"Meadows, Rae*",4,65509235,1250834538,"2,828",3.86,288pp,"Immersed in the world of gymnastics competition, life in the outer reaches of Siberia, hardships under communism (understatement). Best read in DecembImmersed in the world of gymnastics competition, life in the outer reaches of Siberia, hardships under communism (understatement). Best read in December....more","Dec 21, 2022","Dec 24, 2022","Dec 21, 2022",Kindle Edition,"Nov 29, 2022"
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",2,65509235,,"136,353",4.15,370pp,"Letters to Dear Sugar - and Dear Sugar (aka Cheryl Strayed's) responses. Once I read one letter/response, they all fell into the same pattern. Read thLetters to Dear Sugar - and Dear Sugar (aka Cheryl Strayed's) responses. Once I read one letter/response, they all fell into the same pattern. Read the entire book (obsessive that way), but... could have stopped at one letter and been way enough....more","Dec 18, 2022","Dec 21, 2022","Dec 18, 2022",Kindle Edition,"Jul 10, 2012"
The Diamond Eye,"Quinn, Kate*",5,65509235,,"178,127",4.29,448pp,"Love starting the year off with a 5* review! The Diamond Eye was truly excellent - characters, setting, plot - all tremendous.","Dec 14, 2022","Jan 02, 2023","Dec 14, 2022",ebook,"Mar 29, 2022"
"Lucy by the Sea
        (Amgash, #4)","Strout, Elizabeth*",1,65509235,0593446070,"76,951",3.91,291pp,Unless you are WAY far left leaning - I'd recommend steering clear of this book which espouses so much nonsense along the way that it's unpalatable. IUnless you are WAY far left leaning - I'd recommend steering clear of this book which espouses so much nonsense along the way that it's unpalatable. I always finish a book once started but this came close to going back to the library before I had finished reading....more,"Dec 10, 2022","Dec 14, 2022","Dec 10, 2022",Kindle Edition,"Sep 20, 2022"
The Hero of This Book,"McCracken, Elizabeth",1,65509235,0062971301,"5,597",3.75,181pp,None,"Dec 09, 2022","Dec 10, 2022","Dec 09, 2022",Kindle Edition,"Oct 04, 2022"
On the Rooftop,"Sexton, Margaret Wilkerson*",2,65509235,0063139987,"11,474",3.22,304pp,None,"Dec 05, 2022","Dec 09, 2022","Dec 05, 2022",Kindle Edition,"Sep 06, 2022"
How to Bake,"Hollywood, Paul",3,65509235,1408835568,"1,884",4.27,430pp,"Good standard beginning ""how to bake"". This book has been eclipsed by Paul's recent book.Good standard beginning ""how to bake"". This book has been eclipsed by Paul's recent book....more","Dec 03, 2022","Dec 05, 2022","Dec 03, 2022",Kindle Edition,"Jul 19, 2012"
The Boys,"Hafner, Katie*",1,65509235,1954118066,"3,643",3.84,224pp,"Just ""omg"". Won't ""spoil"" the surprise on the twins... but really this is just a weird twist in a book that has me not liking or investing in any of tJust ""omg"". Won't ""spoil"" the surprise on the twins... but really this is just a weird twist in a book that has me not liking or investing in any of the characters....more","Nov 29, 2022","Dec 05, 2022","Nov 29, 2022",Kindle Edition,"Jul 12, 2022"
Hidden Pictures,"Rekulak, Jason*",2,65509235,1250819369,"474,431",4.16,375pp,None,"Nov 27, 2022","Nov 29, 2022","Nov 27, 2022",Kindle Edition,"May 10, 2022"
The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",4,65509235,,"296,347",4.06,334pp,"Mika is such a sweet witch.... she makes it so easy to root for her, Jamie, the children.","Nov 23, 2022","Nov 27, 2022","Nov 23, 2022",Kindle Edition,"Aug 23, 2022"
"It Ends with Us
        (It Ends with Us, #1)","Hoover, Colleen*",3,65509235,1668021048,"4,309,998",4.11,386pp,None,"Nov 23, 2022","Nov 25, 2022","Nov 23, 2022",Kindle Edition,"Apr 18, 2023"
The Vicious Circle,"St. John, Katherine*",2,65509235,0063224070,"5,177",3.56,316pp,None,"Nov 22, 2022","Nov 23, 2022","Nov 22, 2022",Kindle Edition,"Sep 27, 2022"
The Family Game,"Steadman, Catherine*",3,65509235,0593158075,"76,995",3.83,336pp,None,"Nov 18, 2022","Nov 22, 2022","Nov 18, 2022",Kindle Edition,"Oct 18, 2022"
Love and Other Words,"Lauren, Christina*",3,65509235,,"739,827",4.23,433pp,None,"Nov 16, 2022","Nov 18, 2022","Nov 16, 2022",ebook,"Apr 10, 2018"
Sign Here,"Lux, Claudia",2,65509235,0593545761,"35,390",3.78,416pp,Confusing. Hell was involved... and not just in the plot.,Nov 2022,"Nov 08, 2022","Nov 14, 2022",Hardcover,"Oct 25, 2022"
Our Missing Hearts,"Ng, Celeste*",1,65509235,0593492552,"201,201",3.79,352pp,None,"Nov 11, 2022","Nov 16, 2022","Nov 11, 2022",Kindle Edition,"Oct 04, 2022"
"Only When It's Us
        (Bergman Brothers, #1)","Liese, Chloe*",2,65509235,,"54,731",3.92,388pp,None,"Nov 04, 2022","Nov 06, 2022","Nov 04, 2022",Kindle Edition,"Apr 01, 2020"
Honor,"Umrigar, Thrity",4,65509235,,"67,906",4.35,333pp,None,"Oct 30, 2022","Nov 03, 2022","Oct 30, 2022",Kindle Edition,"Jan 04, 2022"
Scandalized,"Owens, Ivy",3,65509235,1982199857,"28,308",3.97,320pp,"Classic ""BRAD"". Boy meets girl. Boy is famous. Girl is not famous, but... has plenty of $ in her past so that she isn't intimidated by the famous. SexClassic ""BRAD"". Boy meets girl. Boy is famous. Girl is not famous, but... has plenty of $ in her past so that she isn't intimidated by the famous. Sex on the first meeting, yes. At least safe sex. If you need an escape, this is certainly going to take you mindlessly away....more","Oct 27, 2022","Oct 30, 2022","Oct 29, 2022",Mass Market Paperback,"Aug 23, 2022"
Remarkably Bright Creatures,"Van Pelt, Shelby",5,65509235,0063204177,"967,246",4.37,362pp,None,"Oct 26, 2022","Oct 31, 2022","Oct 26, 2022",Kindle Edition,"May 03, 2022"
Jacqueline in Paris,"Mah, Ann*",2,65509235,0062997033,"11,781",3.69,352pp,"Really wanted to love this book - for some reason, could not get into. Maybe I wanted more of a historical context... or maybe it was that just trulyReally wanted to love this book - for some reason, could not get into. Maybe I wanted more of a historical context... or maybe it was that just truly couldn't get a sense of Jacqueline at all... I know that this is a novel, just fell flat for me....more","Oct 21, 2022","Oct 26, 2022","Oct 21, 2022",Kindle Edition,"Sep 20, 2022"
